regine_area;main_no;point_no;param_key;version_no_end;station_name;station_status_name;dt_start_date;dt_end_date;percent_missing_days;first_year_regulation;start_year;end_year;aktuell_avrenningskart;excluded_years;tilgang;latitude;longitude;utm_east_z33;utm_north_z33;regulation_part_area;regulation_part_reservoirs;transfer_area_in;transfer_area_out;drainage_basin_key;area_norway;area_total;comment;drainage_dens;dt_registration_date;dt_regul_date;gradient_1085;gradient_basin;gradient_river;height_minimum;height_hypso_10;height_hypso_20;height_hypso_30;height_hypso_40;height_hypso_50;height_hypso_60;height_hypso_70;height_hypso_80;height_hypso_90;height_maximum;length_km_basin;length_km_river;ocean_polar_angle;ocean_polar_distance;perc_agricul;perc_bog;perc_eff_bog;perc_eff_lake;perc_forest;perc_glacier;perc_lake;perc_mountain;perc_urban;prec_intens_max;utm_zone_gravi;utm_east_gravi;utm_north_gravi;utm_zone_inlet;utm_east_inlet;utm_north_inlet;br1_middelavrenning_1930_1960;br2_Tilsigsberegning;br3_Regional_flomfrekvensanalyse;br5_Regional_lavvannsanalyse;br6_Klimastudier;br7_Klimascenarier;br9_Flomvarsling;br11_FRIEND;br12_GRDC;br23_HBV;br24_middelavrenning_1961_1990;br26_TotalAvlop;br31_FlomserierPrim;br32_FlomserierSekundar;br33_Flomkart_aktive_ureg;br34_Hydrologisk_referanseserier_klimastudier;br38_Flomkart_aktive_ureg_periode;br39_Flomkart_nedlagt_stasjon
1;48;0;1001;1;Ørje;Aktiv;1963-09-01 12:00:00.0000000;2018-08-05 12:00:00.0000000;0,214325;NULL;NULL;NULL;nei;NULL;open;59,4826736450195;11,6505556106567;310319;6598578;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Plan B List;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL
1;49;0;1001;1;Brekke;Aktiv;1963-09-01 12:00:00.0000000;2018-08-05 12:00:00.0000000;0,677865;NULL;NULL;NULL;nei;NULL;open;59,147632598877;11,5563840866089;303060;6561574;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL
1;50;0;1001;2;Tistedalsfoss;Aktiv;1963-09-01 12:00:00.0000000;2018-08-05 12:00:00.0000000;0,229278;NULL;1964;NULL;ja;NULL;open;59,1273536682129;11,4430122375488;296460;6559658;0,999637544155121;0,195431366562843;0;0;17;1552,97241210938;1571,91003417969;NULL;NULL;2011-03-04 00:00:00.0000000;NULL;0,28999999165535;NULL;1,85000002384186;79;122;138;153;168;182;199;218;244;281;406;104,860000610352;144,649993896484;NULL;NULL;10,8299999237061;3,9300000667572;NULL;3,08999991416931;74,8000030517578;0;9,01000022888184;0;0,479999989271164;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;NULL;Y;NULL;NULL;NULL;NULL
1;56;0;1001;1;Verket;Nedlagt;1992-08-05 12:00:00.0000000;1999-12-31 12:00:00.0000000;54,4917;NULL;NULL;NULL;nei;NULL;open;59,712776184082;11,5549268722534;306236;6624457;NULL;NULL;NULL;NULL;20;255,300003051758;255,300003051758;point observations only;NULL;2011-03-04 00:00:00.0000000;NULL;3,11999988555908;NULL;3,99000000953674;155;170;184;200;218;236;256;274;285;303;390;28,5699996948242;44,0699996948242;NULL;NULL;1,55999994277954;7,80000019073486;NULL;5,65000009536743;78,4400024414063;0;10,539999961853;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;1;0;1001;1;Hådammen;Aktiv;1990-01-01 12:00:00.0000000;2018-08-11 12:00:00.0000000;0,344498;NULL;NULL;NULL;ja;NULL;open;61,0547714233398;12,0207347869873;339180;6772548;0;0;0;0;22;37,8499984741211;37,8499984741211;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;15,4300003051758;7,40999984741211;13,3400001525879;449;473;492;517;546;566;596;627;654;679;744;10,4799995422363;16,4099998474121;200,229995727539;NULL;0,850000023841858;26,9699993133545;NULL;0,810000002384186;70,0500030517578;0;1,20000004768372;0;0;NULL;33;335832;6774842;33;331246;6778242;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;NULL;NULL;NULL
2;2;0;1001;2;Nor;Nedlagt;1936-11-01 12:00:00.0000000;1997-12-31 12:00:00.0000000;0;NULL;NULL;NULL;ja;NULL;open;60,3410415649414;12,0453052520752;336930;6693048;NULL;NULL;NULL;NULL;23;18512,6796875;18933,140625;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;2,85999989509583;NULL;5,48000001907349;147;305;429;550;672;749;822;898;985;1117;2170;285,390014648438;53,9900016784668;NULL;NULL;2,97000002861023;10,2200002670288;NULL;0,0700000002980232;55,6199989318848;0;2,74000000953674;21,9500007629395;0,150000005960464;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;10;0;1001;1;Sogna;Nedlagt;1995-02-06 12:00:00.0000000;2013-05-22 12:00:00.0000000;21,9129;NULL;NULL;NULL;nei;NULL;open;60,1696243286133;11,0636253356934;281650;6676813;NULL;NULL;NULL;NULL;28;25,0699996948242;25,0699996948242;not useful data;NULL;2016-08-30 00:00:00.0000000;NULL;7,98999977111816;11,1400003433228;6,84999990463257;130;164;180;193;200;201;202;204;206;208;225;6,76999998092651;7,11999988555908;194,009994506836;NULL;19,9400005340576;0;NULL;0;27,9200000762939;0;0;0;39,8899993896484;NULL;33;282473;6680134;33;281708;6682361;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL
2;11;0;1001;0;Narsjø;Aktiv;1930-02-22 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;NULL;NULL;ja;NULL;open;62,3613166809082;11,4787826538086;317821;6919394;0;0;0;0;29;118,959999084473;118,959999084473;CCR;NULL;2016-08-30 00:00:00.0000000;NULL;14,3299999237061;12,289999961853;15,4300003051758;737;778;826;882;916;940;968;1006;1053;1106;1593;18,3199996948242;21,7800006866455;307,730010986328;NULL;0;10,9300003051758;NULL;1,64999997615814;22,7000007629395;0;2,51999998092651;47,9199981689453;0;NULL;33;320761;6912838;33;325149;6903553;Y;NULL;Y;Y;Y;NULL;Y;Y;NULL;Y;Y;NULL;Y;NULL;Y;Y;NULL;NULL
2;12;0;1001;0;Nedre Sjodalsvatn;Nedlagt;1930-09-25 12:00:00.0000000;2018-07-31 12:00:00.0000000;15,6418;NULL;NULL;NULL;nei;NULL;open;61,5483741760254;8,93450736999512;177943;6838879;NULL;NULL;NULL;NULL;133;466,049987792969;466,049987792969;replaced by 2.13;NULL;2016-08-30 00:00:00.0000000;NULL;11,4700002670288;4,55000019073486;11,3599996566772;953;1033;1191;1341;1401;1472;1551;1653;1758;1895;2363;36,75;48,2400016784668;322,220001220703;NULL;0;1;NULL;3,89000010490417;4,48000001907349;9,27000045776367;8,97999954223633;72,3199996948242;0;NULL;33;159693;6832482;33;142138;6840586;Y;NULL;Y;Y;Y;NULL;Y;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;13;0;1001;0;Nedre Sjodalsvatn;Aktiv;1930-09-25 12:00:00.0000000;2018-08-11 12:00:00.0000000;15,6365;NULL;NULL;NULL;ja;NULL;open;61,5602722167969;8,92706680297852;177672;6840237;0;0;0;0;30;480,700012207031;480,700012207031;CCR;NULL;2016-08-30 00:00:00.0000000;NULL;11,0200004577637;4,96999979019165;11,1700000762939;940;1014;1168;1319;1391;1462;1540;1643;1751;1891;2363;36,9700012207031;50,2299995422363;322,220001220703;NULL;0;0,829999983310699;NULL;4,19000005722046;5,40999984741211;8,31999969482422;9,14999961853027;71,7699966430664;0;NULL;33;160285;6832658;33;142130;6840583;Y;NULL;Y;Y;Y;NULL;Y;Y;NULL;NULL;Y;NULL;Y;NULL;Y;Y;NULL;NULL
2;15;0;1001;0;Breiddalsvatn ndf.;Aktiv;1917-04-02 12:00:00.0000000;2018-08-11 12:00:00.0000000;1,40727;1944;NULL;2006;ja;NULL;open;62,0050430297852;7,63748979568481;115031;6896625;0,997414171695709;0,395591974258423;0;127,290000915527;32;127,660003662109;127,660003662109;diversion from 2007 on;NULL;2016-08-30 00:00:00.0000000;1944-01-01 00:00:00.0000000;6,59000015258789;26,9500007629395;17,9300003051758;877;925;987;1024;1089;1160;1249;1333;1403;1471;1853;20,9200000762939;23,4599990844727;322,220001220703;NULL;0;0,740000009536743;NULL;6,01999998092651;1,91999995708466;0,879999995231628;11;85,2699966430664;0;NULL;33;107119;6900739;33;95464;6900835;Y;Y;Y;Y;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;Y;NULL
2;20;0;1001;1;Kittilstad;Nedlagt;1965-12-03 12:00:00.0000000;1985-10-14 12:00:00.0000000;3,55568;NULL;1967;1984;nei;NULL;open;61,8969535827637;8,22781085968018;144556;6881262;NULL;NULL;NULL;NULL;36;1537,22998046875;1537,22998046875;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;10,1099996566772;25,25;13,2700004577637;416;859;1016;1148;1257;1336;1412;1483;1551;1657;2082;53,5999984741211;65,5699996948242;322,220001220703;NULL;0,330000013113022;0,330000013113022;NULL;0,230000004172325;12,6800003051758;6,17999982833862;4,88000011444092;73,25;0;NULL;33;121285;6889529;33;95487;6900852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;21;0;1001;0;Visa;Nedlagt;1966-11-01 12:00:00.0000000;1991-10-24 12:00:00.0000000;17,4485;NULL;1967;1990;ja;1975 1976 1977 1978 1979 1980;open;61,7488098144531;8,40385341644287;152096;6863867;NULL;NULL;NULL;NULL;179;241,179992675781;241,179992675781;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;29,2700004577637;13,7799997329712;43,7299995422363;519;1109;1299;1438;1542;1631;1727;1824;1916;2033;2462;24,6599998474121;28,75;330,820007324219;NULL;0;0;NULL;0,00999999977648258;9,11999988555908;13,2700004577637;0,409999996423721;75,0500030517578;0;NULL;33;151645;6863490;33;144315;6845389;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y
2;25;0;1001;0;Lalm;Aktiv;1900-10-26 12:00:00.0000000;2018-08-11 12:00:00.0000000;1,50846;1941;1958;1963;ja;NULL;open;61,8174819946289;9,27394104003906;198571;6867140;0,327765464782715;0,144221618771553;179,339996337891;58,0900001525879;39;3977,82006835938;3977,82006835938;could be used after correction for diversion after 1964;NULL;2016-08-30 00:00:00.0000000;1941-01-01 00:00:00.0000000;5,48000001907349;24,0100002288818;7,1100001335144;355;780;974;1114;1225;1326;1410;1498;1596;1732;2462;109,25;130,800003051758;330,829986572266;NULL;1,37999999523163;0,629999995231628;NULL;0,419999986886978;14,5600004196167;5,34999990463257;3,76999998092651;70,4400024414063;0,0500000007450581;NULL;33;144678;6877134;33;95497;6900852;Y;Y;Y;NULL;Y;Y;Y;Y;NULL;NULL;Y;NULL;Y;NULL;NULL;NULL;Y;NULL
2;27;0;1001;0;Aulestad;Nedlagt;1929-06-14 12:00:00.0000000;2018-08-11 12:00:00.0000000;0,0307069;1915;NULL;NULL;nei;NULL;open;61,2156028747559;10,2708940505981;246113;6795993;0,0830717012286186;0,0395450107753277;0;0;40;869,75;869,75;see 2.28;NULL;2016-08-30 00:00:00.0000000;1915-01-01 00:00:00.0000000;10,6000003814697;16,2199993133545;11,460000038147;199;500;658;749;812;850;884;917;960;1026;1513;49,0299987792969;66,6900024414063;329,820007324219;NULL;6,44000005722046;13,6800003051758;NULL;0,0500000007450581;57,9500007629395;0;2,41000008583069;7,92999982833862;0,109999999403954;NULL;33;229190;6807871;33;217938;6830148;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;28;0;1001;0;Aulestad;Aktiv;1929-06-14 12:00:00.0000000;2018-08-11 12:00:00.0000000;0,0307069;1915;NULL;NULL;ja;NULL;open;61,2154197692871;10,269323348999;246027;6795979;0,0830717012286186;0,0395450107753277;0;0;40;869,75;869,75;NULL;NULL;2016-08-30 00:00:00.0000000;1915-01-01 00:00:00.0000000;10,6000003814697;16,2199993133545;11,460000038147;199;500;658;749;812;850;884;917;960;1026;1513;49,0299987792969;66,6900024414063;329,820007324219;NULL;6,44000005722046;13,6800003051758;NULL;0,0500000007450581;57,9500007629395;0;2,41000008583069;7,92999982833862;0,109999999403954;NULL;33;229190;6807871;33;217938;6830148;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;Y;NULL;Y;NULL;NULL;NULL
2;32;0;1001;0;Atnasjø;Aktiv;1916-11-14 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;NULL;NULL;ja;NULL;open;61,8519401550293;10,2221193313599;248696;6866933;0;0;0;0;43;463,299987792969;463,299987792969;CCR;NULL;2016-08-30 00:00:00.0000000;NULL;9,47000026702881;28,0799999237061;12,3699998855591;701;802;920;1018;1117;1203;1271;1356;1463;1591;2170;34,0499992370605;60,3899993896484;318,640014648438;NULL;0,430000007152557;2,16000008583069;NULL;1,08000004291534;22,2299995422363;0;1,73000001907349;68,2099990844727;0;NULL;33;234972;6876314;33;221034;6874062;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;NULL;Y;NULL;Y;Y;NULL;NULL
2;36;0;1001;1;Øvre Heimdalsvatn;Aktiv;1995-06-13 12:00:00.0000000;2018-08-11 12:00:00.0000000;19,7613;NULL;1999;NULL;ja;2002 2003 2005;open;61,4183578491211;8,89449691772461;174466;6824639;NULL;NULL;NULL;NULL;45;24,9400005340576;24,9400005340576;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;37,0900001525879;19,7199993133545;47,8499984741211;1088;1114;1164;1229;1279;1311;1335;1367;1426;1585;1841;5,88000011444092;8,27000045776367;330,820007324219;NULL;0;0,879999995231628;NULL;3,13000011444092;2,60999989509583;0;4,30000019073486;92,3300018310547;0;NULL;33;172629;6826448;33;173392;6828955;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL
2;37;0;1001;1;Gardermoen Kulvert;Nedlagt;1995-03-10 12:00:00.0000000;2003-12-02 12:00:00.0000000;2,53918;NULL;NULL;NULL;nei;NULL;open;60,197322845459;11,0728702545166;282346;6679863;NULL;NULL;NULL;NULL;46;3,91000008583069;3,91000008583069;not nat runoff;NULL;2016-08-30 00:00:00.0000000;NULL;2,46000003814697;2,29999995231628;2,45000004768372;200;201;202;203;204;205;206;207;208;209;225;2,98000001907349;1,62999999523163;194,009994506836;NULL;0;0;NULL;0;0;0;0;0;76,7300033569336;NULL;33;283446;6680302;33;283292;6680607;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;43;0;1001;1;Glomstadfoss;Aktiv;2001-01-21 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;1913;NULL;NULL;ja;NULL;open;61,0781173706055;11,3681621551514;304121;6776925;0,698687851428986;0,113359987735748;0;0;2369;14438,6904296875;14438,6904296875;NULL;NULL;2011-12-09 00:00:00.0000000;1913-01-01 00:00:00.0000000;1,96000003814697;NULL;2,13000011444092;211;485;620;703;764;823;884;951;1036;1168;2170;204,440002441406;306,869995117188;NULL;NULL;1,77999997138977;9,75;NULL;0,109999999403954;49,3600006103516;0;2,80999994277954;28,3600006103516;0,0799999982118607;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL
2;61;0;1001;1;Orva;Aktiv;1995-12-01 12:00:00.0000000;2018-08-11 12:00:00.0000000;7,9614;NULL;2003;NULL;ja;NULL;open;62,6465492248535;11,3535747528076;313143;6951494;0;0;0;0;50;25,4099998474121;25,4099998474121;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;11,6999998092651;10,7799997329712;21,9200000762939;701;791;806;816;827;839;853;868;889;917;1026;9,73999977111816;12,0799999237061;325,100006103516;NULL;0,119999997317791;9,43000030517578;NULL;6,36999988555908;36,6399993896484;0;12,9300003051758;14,8199996948242;0;NULL;33;310902;6955940;33;309135;6959647;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL
2;63;0;1001;0;Rudi;Aktiv;1987-10-01 12:00:00.0000000;2013-05-23 12:00:00.0000000;9,80036;NULL;1988;2012;ja;1993 1994 1995 1996 2005;open;61,5595512390137;10,0573835372925;237568;6835077;0;0;0;0;51;368,480010986328;368,480010986328;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;16,6900005340576;17,4099998474121;20,9899997711182;245;726;825;865;914;979;1051;1111;1172;1250;1661;35,8800010681152;47,810001373291;323,140014648438;NULL;2,17000007629395;7,32999992370605;NULL;0,280000001192093;40,1699981689453;0;2,17000007629395;41,7900009155273;0;NULL;33;231780;6853984;33;227795;6867391;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL
2;79;0;1001;1;Tessevatn;Aktiv;1908-02-17 12:00:00.0000000;1915-04-28 12:00:00.0000000;0;NULL;NULL;NULL;nei;NULL;open;61,8048439025879;8,9481143951416;181322;6867293;NULL;NULL;NULL;NULL;54;225,369995117188;225,369995117188;ancient, bad data and useless for this;NULL;2016-08-30 00:00:00.0000000;NULL;11,3100004196167;NULL;17,7099990844727;854;890;1048;1121;1237;1347;1442;1510;1594;1720;2199;24,1700000762939;38,1599998474121;330,829986572266;NULL;0,46000000834465;1,67999994754791;NULL;5,82999992370605;7,07999992370605;0;6,69999980926514;78,7099990844727;0;NULL;33;180049;6869507;33;158776;6863705;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;99;0;1001;0;Hornset;Nedlagt;1919-02-24 12:00:00.0000000;1969-07-31 12:00:00.0000000;81,8251;NULL;1962;1968;ja;NULL;open;61,7938423156738;11,1511831283569;297133;6857222;NULL;NULL;NULL;NULL;65;1085,92004394531;1085,92004394531;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;5,48000001907349;16,5400009155273;6,48999977111816;257;460;613;714;779;839;895;935;988;1070;1651;56,3499984741211;65,9400024414063;313,690002441406;NULL;2,11999988555908;7,09000015258789;NULL;0,0299999993294477;52,6699981689453;0;1,11000001430511;33,3400001525879;0;NULL;33;294753;6886862;33;303305;6912165;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;102;0;1001;0;Gjende;Nedlagt;1932-03-19 12:00:00.0000000;1990-02-27 12:00:00.0000000;54,3681;NULL;1967;1989;ja;NULL;open;61,4950180053711;8,80690097808838;170616;6833593;NULL;NULL;NULL;NULL;67;376,230010986328;376,230010986328;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;14,2200002670288;0,00999999977648258;14,3699998855591;984;1129;1301;1393;1457;1527;1613;1705;1807;1931;2362;29,8999996185303;36;321,980010986328;NULL;0;0,839999973773956;NULL;4,28999996185303;2,24000000953674;11,5900001525879;8,19999980926514;75,4199981689453;0;NULL;33;156601;6832012;33;142136;6840585;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;Y
2;111;0;1001;1;Aursunden;Aktiv;1902-08-18 12:00:00.0000000;1974-12-31 12:00:00.0000000;0;NULL;1966;1972;nei;NULL;open;62,6821975708008;11,4635858535767;318994;6955147;NULL;NULL;NULL;NULL;73;785,194702148438;848,440002441406;unrealistic values, use 2.603;NULL;2016-08-30 00:00:00.0000000;NULL;2,5;11,1999998092651;2,89000010490417;688;711;754;781;810;844;875;906;958;1058;1583;40,9900016784668;61,2400016784668;325,100006103516;NULL;1,05999994277954;10,3699998855591;NULL;6,05999994277954;31,5900001525879;0;12,7299995422363;35,8300018310547;0;NULL;33;338760;6957358;33;350257;6970927;Y;Y;Y;Y;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y
2;112;0;1001;0;Nye Stai;Aktiv;1908-01-01 12:00:00.0000000;2018-08-11 12:00:00.0000000;0,910869;1913;NULL;NULL;nei;NULL;open;61,4665832519531;11,0427112579346;289204;6821158;0,168702110648155;0,0879928395152092;0;6575,6298828125;2353;8885,89453125;8949,1396484375;diversion (3);NULL;2016-08-30 00:00:00.0000000;1913-01-01 00:00:00.0000000;2,03999996185303;NULL;2,39000010490417;258;654;729;784;839;894;954;1024;1114;1248;2170;164,490005493164;255,5;NULL;NULL;2,21000003814697;7,69999980926514;NULL;0,0700000002980232;42,7000007629395;0,00999999977648258;2,92000007629395;36,3499984741211;0,109999999403954;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL
2;116;0;1001;1;Auma;Nedlagt;1921-04-04 12:00:00.0000000;1977-12-31 12:00:00.0000000;0;NULL;NULL;1977;ja;NULL;open;62,2191543579102;10,6523971557617;274044;6906185;NULL;NULL;NULL;NULL;76;3583,60473632813;3646,85009765625;Glomma;NULL;2016-08-30 00:00:00.0000000;NULL;2,40000009536743;NULL;2,61999988555908;479;673;719;757;791;827;866;909;963;1051;1619;104,800003051758;148,270004272461;NULL;NULL;3,19000005722046;10,5699996948242;NULL;0,379999995231628;42,9700012207031;0;4,98000001907349;28,2999992370605;0,150000005960464;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;117;0;1001;1;Stai;Nedlagt;1908-01-01 12:00:00.0000000;2006-03-07 12:00:00.0000000;0,167313;NULL;NULL;NULL;nei;NULL;open;61,4963531494141;11,0550918579102;290064;6824430;NULL;NULL;NULL;NULL;77;8865,9150390625;8929,16015625;see nye stai 2.112;NULL;2016-08-30 00:00:00.0000000;NULL;2,02999997138977;14,0699996948242;2,4300000667572;258;655;730;785;839;895;954;1024;1114;1248;2170;161,100006103516;251,380004882813;313,690002441406;NULL;2,21000003814697;7,71999979019165;NULL;0,0700000002980232;42,5900001525879;0,00999999977648258;2,92000007629395;36,4300003051758;0,109999999403954;NULL;33;275576;6905858;33;350255;6970928;Y;NULL;Y;NULL;Y;NULL;Y;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;118;0;1001;2;Rena;Nedlagt;1973-10-24 12:00:00.0000000;2002-02-06 12:00:00.0000000;19,2974;NULL;1974;1999;ja;NULL;open;61,127384185791;11,3712558746338;304593;6782398;NULL;NULL;NULL;NULL;78;14345,3642578125;14408,6103515625;NULL;NULL;2016-08-30 00:00:00.0000000;NULL;1,94000005722046;13,710000038147;3,65000009536743;213;488;622;705;765;824;884;951;1037;1168;2170;198,75;306,459991455078;313,899993896484;NULL;1,8400000333786;9,30000019073486;NULL;0,109999999403954;50,9199981689453;0;2,88000011444092;28,3199996948242;0,100000001490116;NULL;33;286738;6877577;33;350256;6970924;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;119;0;1001;0;Elverum;Nedlagt;1871-04-01 12:00:00.0000000;2018-07-31 12:00:00.0000000;0;1913;NULL;NULL;nei;NULL;open;60,8796997070313;11,5555629730225;313060;6754299;0,653059482574463;0,102982446551323;0;0;305;15386,6845703125;15449,9296875;see 2.604 new station;NULL;2016-08-30 00:00:00.0000000;1913-01-01 00:00:00.0000000;1,88999998569489;NULL;2,04999995231628;180;466;606;695;757;817;877;943;1026;1155;2170;226,039993286133;334,179992675781;NULL;NULL;1,80999994277954;10,1400003433228;NULL;0,100000001490116;51,5499992370605;0;2,76999998092651;26,8899993896484;0,119999997317791;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2;122;0;1001;0;Skarnes;Aktiv;1887-04-05 12:00:00.0000000;2018-08-11 12:00:00.0000000;36,7475;1910;1977;NULL;ja;1996 1997 1998 1999 2000;open;60,2543144226074;11,6774702072144;316154;6684364;0,497045248746872;0,0844860821962357;0;0;81;19880,08984375;20300,55078125;NULL;NULL;2016-08-30 00:00:00.0000000;1910-01-01 00:00:00.0000000;1,39999997615814;12,5200004577637;1,61000001430511;128;278;381;493;622;721;801;881;971;1104;2170;294,829986572266;459,980010986328;314,279998779297;NULL;3,29999995231628;9,89000034332275;NULL;0,0700000002980232;57,1599998474121;0;2,92000007629395;20,4699993133545;0,180000007152557;NULL;33;298173;6836244;33;350251;6970922;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL
2;126;0;1001;0;Langnes;Nedlagt;1901-03-24 12:00:00.0000000;2018-07-30 12:00:00.0000000;0,00233301;NULL;NULL;NULL;nei;NULL;open;59,6091651916504;11,1180620193481;281008;6614289;NULL;NULL;NULL;NULL;84;40112,19140625;40532,6484375;see 2.605;NULL;2016-08-31 00:00:00.0000000;NULL;1,24000000953674;13,8800001144409;1,37999999523163;82;226;352;481;622;752;863;967;1103;1338;2463;368,480010986328;556,880004882813;322,790008544922;NULL;5,76000022888184;7,30999994277954;NULL;0,589999973773956;49,6500015258789;0,730000019073486;4,26000022888184;26,1700000762939;0,5;NULL;33;259823;6819235;33;350263;6970917;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
